# Nacre IME - Emoji & Kaomoji Dictionary
# Format: reading\tsurface\tleft_id\tright_id\tcost
# POS ID 2641 = 記号 (symbol)
# Generated for Nacre Japanese IME
#
えがお	😊	2641	2641	5500
えがお	😄	2641	2641	5600
えがお	😁	2641	2641	5700
わらい	😂	2641	2641	5500
わらい	🤣	2641	2641	5600
わらい	😆	2641	2641	5700
にこにこ	😊	2641	2641	5500
にこにこ	☺️	2641	2641	5600
にっこり	😊	2641	2641	5500
かなしい	😢	2641	2641	5500
かなしい	😭	2641	2641	5600
かなしい	😿	2641	2641	5800
なく	😢	2641	2641	5500
なく	😭	2641	2641	5600
なみだ	😢	2641	2641	5500
なみだ	😭	2641	2641	5600
おこる	😠	2641	2641	5500
おこる	😡	2641	2641	5600
おこる	💢	2641	2641	5700
いかり	😠	2641	2641	5500
いかり	💢	2641	2641	5600
びっくり	😲	2641	2641	5500
びっくり	😱	2641	2641	5600
びっくり	‼️	2641	2641	5700
おどろき	😲	2641	2641	5500
おどろき	😮	2641	2641	5600
こまる	😓	2641	2641	5500
こまる	😰	2641	2641	5600
つかれた	😫	2641	2641	5500
つかれた	😩	2641	2641	5600
ねむい	😴	2641	2641	5500
ねむい	😪	2641	2641	5600
てれる	😳	2641	2641	5500
てれる	🫣	2641	2641	5600
はずかしい	😳	2641	2641	5500
はずかしい	🫣	2641	2641	5600
こわい	😱	2641	2641	5500
こわい	😨	2641	2641	5600
おばけ	👻	2641	2641	5500
あくま	😈	2641	2641	5500
あくま	👿	2641	2641	5600
てんし	😇	2641	2641	5500
てんし	👼	2641	2641	5600
かっこいい	😎	2641	2641	5500
すごい	🤩	2641	2641	5500
すごい	✨	2641	2641	5600
やった	🎉	2641	2641	5500
やった	🥳	2641	2641	5600
おめでとう	🎉	2641	2641	5500
おめでとう	🎊	2641	2641	5600
おめでとう	🥳	2641	2641	5700
おつかれ	🍺	2641	2641	5500
おつかれ	🫡	2641	2641	5600
がんばれ	💪	2641	2641	5500
がんばれ	✊	2641	2641	5600
ありがとう	🙏	2641	2641	5500
ありがとう	😊	2641	2641	5700
ごめん	🙏	2641	2641	5500
ごめん	🙇	2641	2641	5600
おやすみ	😴	2641	2641	5500
おやすみ	🌙	2641	2641	5600
おはよう	🌅	2641	2641	5500
おはよう	☀️	2641	2641	5600
こんにちは	👋	2641	2641	5500
こんにちは	😊	2641	2641	5700
こんばんは	🌙	2641	2641	5500
さようなら	👋	2641	2641	5500
ばいばい	👋	2641	2641	5500
