# Nacre English Word Dictionary
# Format: hiragana_reading\tenglish_word\tcost
# Common English words accessible via Japanese romaji input
#
# --- Brand names / Proper nouns ---
ぐーぐる	Google	4000
あっぷる	Apple	4000
あまぞん	Amazon	4000
まいくろそふと	Microsoft	4000
ふぇいすぶっく	Facebook	4000
めた	Meta	4500
ついったー	Twitter	4000
えっくす	X	5000
いんすたぐらむ	Instagram	4000
いんすた	Instagram	4500
ゆーちゅーぶ	YouTube	4000
ねっとふりっくす	Netflix	4000
すぽてぃふぁい	Spotify	4000
てぃっくとっく	TikTok	4000
らいん	LINE	4500
でぃすこーど	Discord	4000
すらっく	Slack	4000
ちゃっとじーぴーてぃー	ChatGPT	4000
くろーど	Claude	4000
じぇみに	Gemini	4000
おーぷんえーあい	OpenAI	4000
あんそろぴっく	Anthropic	4000
さむすん	Samsung	4500
そにー	Sony	4500
にんてんどー	Nintendo	4500
とよた	Toyota	4500
すたーばっくす	Starbucks	4500
すたば	Starbucks	4500
まくどなるど	McDonald's	4500
まっく	Mac	4500
うぃんどうず	Windows	4000
りなっくす	Linux	4000
あんどろいど	Android	4000
あいふぉーん	iPhone	4000
あいぱっど	iPad	4500
ぴくせる	Pixel	4500
ぎゃらくしー	Galaxy	4500
ばんぷ	BUMP OF CHICKEN	4500
わんおく	ONE OK ROCK	4500
みすちる	Mr.Children	4500
#
# --- Programming keywords ---
いんぽーと	import	5000
えくすぽーと	export	5000
ふぁんくしょん	function	5000
りたーん	return	5000
くらす	class	5000
いんたーふぇーす	interface	5000
こんすと	const	5000
ばりゅー	value	5000
すとりんぐ	string	5000
いんと	int	5500
ぶーりあん	boolean	5500
なる	null	5500
とぅるー	true	5500
ふぉーるす	false	5500
いふ	if	5500
えるす	else	5500
ふぉー	for	5500
わいる	while	5500
ぶれーく	break	5500
こんてぃにゅー	continue	5500
すいっち	switch	5500
けーす	case	5500
でふぉると	default	5500
すろー	throw	5500
きゃっち	catch	5500
とらい	try	5500
ぷらいべーと	private	5500
ぱぶりっく	public	5500
すたてぃっく	static	5500
